@type,accessLevel,accrualPeriodicity,bureauCode_0,conformsTo,contactPoint_@type,contactPoint_fn,contactPoint_hasEmail,dataQuality,describedBy,describedByType,description,distribution_0_description,distribution_0_downloadURL,distribution_0_format,distribution_0_mediaType,distribution_0_title,distribution_0_conformsTo,distribution_0_describedBy,distribution_0_describedByType,distribution_1_description,distribution_1_downloadURL,distribution_1_format,distribution_1_mediaType,distribution_1_title,distribution_1_conformsTo,distribution_1_describedBy,distribution_1_describedByType,distribution_1_accessURL,distribution_2_conformsTo,distribution_2_describedBy,distribution_2_describedByType,distribution_2_description,distribution_2_downloadURL,distribution_2_format,distribution_2_mediaType,distribution_2_title,distribution_2_accessURL,distribution_3_description,distribution_3_downloadURL,distribution_3_format,distribution_3_mediaType,distribution_3_title,distribution_3_accessURL,identifier,isPartOf,issued,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,keyword_11,keyword_12,keyword_13,keyword_14,keyword_15,keyword_16,keyword_17,keyword_18,keyword_19,keyword_20,keyword_21,keyword_22,keyword_23,keyword_24,keyword_25,keyword_26,keyword_27,keyword_28,keyword_29,keyword_30,keyword_31,keyword_32,keyword_33,keyword_34,keyword_35,keyword_36,landingPage,language,license,modified,primaryITInvestmentUII,programCode_0,publisher_name,references_0,references_1,references_2,references_3,rights,spatial,systemOfRecords,temporal,theme_0,title
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,A monthly summary of activity for the Ticket to Work and Vocational Rehabilitation programs for March 2014.,,https://www.ssa.gov/work/documents/TicketTracker/March%202014%20Summary%20and%20Assignment%20Report%20-%20FINAL%20508.xls,XLS,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-706,,,Office of Retirement and Disability Policy,return to work,Social Security,Social Security Administration,social security disability benefits,SSA,Ticket to Work Program,Vocational Rehabilitation Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2025-11-21,,016:000,Social Security Administration,https://www.ssa.gov/work/tickettracker.html,,,,,,,,,Ticket to Work Monthly Report - March 2014
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,A monthly summary of activity for the Ticket to Work and Vocational Rehabilitation programs for April 2014.,,https://www.ssa.gov/work/documents/TicketTracker/April%202014%20Summary%20and%20Assignment%20Report%20-%20FINAL%20508.xls,XLS,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-707,,,Office of Retirement and Disability Policy,return to work,Social Security,Social Security Administration,social security disability benefits,SSA,Ticket to Work Program,Vocational Rehabilitation Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2025-11-21,,016:000,Social Security Administration,https://www.ssa.gov/work/tickettracker.html,,,,,,,,,Ticket to Work Monthly Report - April 2014
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,A monthly summary of activity for the Ticket to Work and Vocational Rehabilitation programs for May 2014.,,https://www.ssa.gov/work/documents/TicketTracker/May%202014%20Summary%20and%20Assignment%20Report%20-%20FINAL%20508.xls,XLS,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-708,,,Office of Retirement and Disability Policy,return to work,Social Security,Social Security Administration,social security disability benefits,SSA,Ticket to Work Program,Vocational Rehabilitation Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2025-11-21,,016:000,Social Security Administration,https://www.ssa.gov/work/tickettracker.html,,,,,,,,,Ticket to Work Monthly Report - May 2014
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,A monthly summary of activity for the Ticket to Work and Vocational Rehabilitation programs for June 2014.,,https://www.ssa.gov/work/documents/TicketTracker/June%202014%20Summary%20and%20Assignment%20Report%20-%20FINAL%20508.xls,XLS,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-709,,,Office of Retirement and Disability Policy,return to work,Social Security,Social Security Administration,social security disability benefits,SSA,Ticket to Work Program,Vocational Rehabilitation Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2025-11-21,,016:000,Social Security Administration,https://www.ssa.gov/work/tickettracker.html,,,,,,,,,Ticket to Work Monthly Report - June 2014
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,A monthly summary of activity for the Ticket to Work and Vocational Rehabilitation programs for July 2014.,,https://www.ssa.gov/work/documents/TicketTracker/July%202014%20Summary%20and%20Assignment%20Report%20-%20FINAL%20508.xls,XLS,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-710,,,Office of Retirement and Disability Policy,return to work,Social Security,Social Security Administration,social security disability benefits,SSA,Ticket to Work Program,Vocational Rehabilitation Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2025-11-21,,016:000,Social Security Administration,https://www.ssa.gov/work/tickettracker.html,,,,,,,,,Ticket to Work Monthly Report - July 2014
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,A monthly summary of activity for the Ticket to Work and Vocational Rehabilitation programs for August 2014.,,https://www.ssa.gov/work/documents/TicketTracker/August%202014%20Summary%20and%20Assignment%20Report%20-%20FINAL%20508.xls,XLS,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-711,,,Office of Retirement and Disability Policy,return to work,Social Security,Social Security Administration,social security disability benefits,SSA,Ticket to Work Program,Vocational Rehabilitation Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2025-11-21,,016:000,Social Security Administration,https://www.ssa.gov/work/tickettracker.html,,,,,,,,,Ticket to Work Monthly Report - August 2014
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,A monthly summary of activity for the Ticket to Work and Vocational Rehabilitation programs for September 2014.,,https://www.ssa.gov/work/documents/TicketTracker/September%202014%20Summary%20and%20Assignment%20Report%20-%20FINAL%20508.xls,XLS,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-712,,,Office of Retirement and Disability Policy,return to work,Social Security,Social Security Administration,social security disability benefits,SSA,Ticket to Work Program,Vocational Rehabilitation Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2025-11-21,,016:000,Social Security Administration,https://www.ssa.gov/work/tickettracker.html,,,,,,,,,Ticket to Work Monthly Report - September 2014
dcat:Dataset,non-public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,"PEMI provides a variety of detail data for over 500 discrete PE workload actions, allowing workload information to be identified from 16 different source systems. PEMI also provides summarized counts about PE activity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-713,,,Management Information,MI,PE,Post Entitlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,2025-11-21,,016:000,Social Security Administration,,,,,The data asset contains Personally Identifiable Information (PII) and Federal Tax Information (FTI) and cannot be provided to the public.,,,,,Post Entitlement Management Information (PEMI)
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,A monthly summary of activity for the Ticket to Work and Vocational Rehabilitation programs for October 2014.,,https://www.ssa.gov/work/documents/TicketTracker/October%202014%20Summary%20and%20Assignment%20Report%20-%20FINAL%20508.xls,XLS,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-714,,,Office of Retirement and Disability Policy,return to work,Social Security,Social Security Administration,social security disability benefits,SSA,Ticket to Work Program,Vocational Rehabilitation Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2025-11-21,,016:000,Social Security Administration,https://www.ssa.gov/work/tickettracker.html,,,,,,,,,Ticket to Work Monthly Report - October 2014
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,A monthly summary of activity for the Ticket to Work and Vocational Rehabilitation programs for November 2014.,,https://www.ssa.gov/work/documents/TicketTracker/November%202014%20Summary%20and%20Assignment%20Report%20-%20FINAL%20508.xls,XLS,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-715,,,Office of Retirement and Disability Policy,return to work,Social Security,Social Security Administration,social security disability benefits,SSA,Ticket to Work Program,Vocational Rehabilitation Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2025-11-21,,016:000,Social Security Administration,https://www.ssa.gov/work/tickettracker.html,,,,,,,,,Ticket to Work Monthly Report - November 2014
dcat:Dataset,public,R/P1Y,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/OACT/ProgData/insured.html,,"A yearly estimated number of insured workers, by insured status.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-716,,,fully insured workers,insured workers,not permanently insured,permanently insured,retirement benefits,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,R/P1Y,,016:000,Social Security Administration,https://www.ssa.gov/OACT/STATS/table4c2FI.html,https://www.ssa.gov/OACT/ProgData/insured.html,,,,Worldwide,,R/1940/P1Y,,Social Security's Number of Workers by Insured Status
dcat:Dataset,public,R/P1Y,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,"A yearly estimated number of fully insured workers, by age group and sex.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-717,,,fully insured females,fully insured males,fully insured workers,insured workers,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,R/P1Y,,016:000,Social Security Administration,https://www.ssa.gov/OACT/STATS/table4c2DI.html,https://www.ssa.gov/OACT/ProgData/insured.html,,,,Worldwide,,R/1970/P1Y,,"Social Security's Number of Fully Insured Workers, by Age Group and Sex"
dcat:Dataset,public,R/P1Y,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/OACT/ProgData/insured.html,,"A yearly estimate of the number of workers insured in the event of disability, by age group and sex.",,https://www.ssa.gov/OACT/STATS/table4c2DI.html,HTML,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-718,,,disability benefits,fully insured workers,insured females,insured males,insured workers,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,R/P1Y,,016:000,Social Security Administration,https://www.ssa.gov/OACT/STATS/table4c2FI.html,,,,,Worldwide,,R/1970/P1Y,,"Social Security's Number of Workers Insured in the Event of Disability, by Age Group and Sex"
dcat:Dataset,public,R/P1Y,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/OACT/ProgData/taxflow.html,,"Contributions to the Social Security and Medicare Trust Funds, by Program and Source (2004-2013) in millions of dollars",,https://www.ssa.gov/OACT/STATS/table3c3.html,HTML,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-719,,,contributions,Disability Insurance,Hospital Insurance,Medicare benefits,Old-Age and Survivors Insurance,Social Security,Social Security Administration,SSA,Supplementary Medical Insurance,trust funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,R/P1Y,,016:000,Social Security Administration,https://www.ssa.gov/OACT/ProgData/taxquery.html,,,,,Worldwide,,R/2004/P1Y,,"Contributions to the Social Security and Medicare Trust Funds, by Program and Source"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/policy/docs/statcomps/oasdi_sc/2013/index.html,,"This annual publication focuses on the Social Security beneficiary population receiving Old-Age, Survivors, and Disability Insurance (OASDI) benefits at the local level. It presents basic program data on the number and type of beneficiaries and the amount of benefits paid in each state and county. It also shows the numbers of men and women aged 65 or older receiving benefits. The data include only persons whose benefits are currently payable. Report for 2013.",,https://www.ssa.gov/policy/docs/statcomps/oasdi_sc/2013/index.html,HTML,text/html,,,,,,https://www.ssa.gov/policy/docs/statcomps/oasdi_sc/2013/oasdi_sc13.xlsx,XLSX,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,,,,,,,,https://www.ssa.gov/policy/docs/statcomps/oasdi_sc/2013/oasdi_sc13.pdf,PDF,application/pdf,,,,,,,,,US-GOV-SSA-720,,,2013,65 or Older,Aged,Children,County,Current Payment Status,Disability Insurance,Disabled Worker,Men,OASDI,Old-Age,Parents,Retired Worker,Social Security,Social Security Administration,Spouse,SSA,State,Survivors,Widowers,Women,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2014-08-20,,016:000,Social Security Administration,https://www.ssa.gov/policy/docs/statcomps/oasdi_sc/2013/index.html,,,,,"United States, state, county, outlying area, region",,2013-01-01/2013-12-31,,OASDI Beneficiaries by State and County - 2013
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/policy/docs/statcomps/di_asr/2013/glossary.html,,"This annual report provides program and demographic information on the people who receive Social Security Disability Insurance Program benefits. This edition presents a series of detailed tables on the three categories of beneficiaries: disabled workers, disabled widowers, and disabled adult children. Numbers presented in these tables may differ slightly from other published statistics because all tables, except those using data from the Survey of Income and Program Participation, are based on 100 percent data files. Report for 2013.",,https://www.ssa.gov/policy/docs/statcomps/di_asr/2013/index.html,HTML,text/html,,,,,,https://www.ssa.gov/policy/docs/statcomps/di_asr/2013/di_asr13.xlsx,XLSX,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,,,,,,,,https://www.ssa.gov/policy/docs/statcomps/di_asr/2013/di_asr13.pdf,PDF,application/pdf,,,,,,,,,US-GOV-SSA-721,,,2013,Disability Benefits Calculations,Disability Insurance,Disability Statistics,OASDI,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2020-08-14,,016:000,Social Security Administration,https://www.ssa.gov/policy/docs/statcomps/di_asr/2013/index.html,https://www.ssa.gov/policy/docs/statcomps/di_asr/2013/glossary.html,,,,"United States, state, county, outlying area, region",,2013-01-01/2013-12-31,,Annual Statistical Report on the Social Security Disability Insurance Program - 2013
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/policy/docs/statcomps/supplement/2013/glossary.html,,"The Annual Statistical Supplement, 2013 includes the most comprehensive data available on the Social Security and Supplemental Security Income programs. More than 250 statistical tables convey a wide range of information about those programs from beneficiary counts and benefit amounts to the status of the trust funds. The tables also contain data on Medicare, Medicaid, veterans' benefits, and other related income security programs. The Supplement also includes summaries of the history of the major programs and of current legislative developments and a glossary of terms used in explaining the programs and data.",,https://www.ssa.gov/policy/docs/statcomps/supplement/2013/index.html,HTML,text/html,,,,,,https://www.ssa.gov/policy/docs/statcomps/supplement/2013/supplement13.xlsx,XLSX,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,,,,,,,,https://www.ssa.gov/policy/docs/statcomps/supplement/2013/supplement13.pdf,PDF,application/pdf,,,,,,,,,US-GOV-SSA-722,,,2013,Benefits Calculations,Disability Insurance,Hospital Insurance,OASDI,OASDI Benefit Award Data,OASDI Coverage,OASDI Financing,OASDI Insured Status,Old-Age,Old-Age and Survivors Insurance,Social Security,Social Security Administration,SSA,SSA Annual Statistics,Survivors,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2022-08-23,,016:000,Social Security Administration,https://www.ssa.gov/policy/docs/statcomps/supplement/2013/index.html,https://www.ssa.gov/policy/docs/statcomps/supplement/2013/glossary.html,,,,United States,,2013-01-01/2013-12-31,,Annual Statistical Supplement - 2013
